college_name,course,eligibility,required_documents,application_start,application_deadline,admission_process,fees,placement_info,rank
IIT Kharagpur,B.Tech CSE,Minimum 75% in PCM with valid SRMJEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),June,January,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 340459 per year,Average package INR 16 LPA; Highest INR 65 LPA,Mid Tier
Lovely Professional University,B.Tech CSE,Minimum 71% in PCM with valid BITSAT score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),May,June,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 377674 per year,Average package INR 21 LPA; Highest INR 75 LPA,Top Tier
NIT Surathkal,B.Tech AI & ML,Minimum 74% in PCM with valid BITSAT score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),April,February,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 143338 per year,Average package INR 17 LPA; Highest INR 24 LPA,Emerging
Amity University,B.Tech AI & ML,Minimum 83% in PCM with valid SRMJEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),June,March,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 301008 per year,Average package INR 11 LPA; Highest INR 15 LPA,Top Tier
NIT Trichy,B.Tech Data Science,Minimum 62% in PCM with valid JEE Main score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),April,May,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 197421 per year,Average package INR 13 LPA; Highest INR 39 LPA,Top Tier
RV College of Engineering,B.Tech Mechanical,Minimum 71% in PCM with valid BITSAT score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),June,May,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 433360 per year,Average package INR 21 LPA; Highest INR 37 LPA,Top Tier
BITS Pilani,B.Tech Biotechnology,Minimum 81% in PCM with valid VITEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),March,February,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 231607 per year,Average package INR 19 LPA; Highest INR 20 LPA,Top Tier
Thapar University,B.Tech AI & ML,Minimum 79% in PCM with valid VITEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),May,March,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 386178 per year,Average package INR 20 LPA; Highest INR 37 LPA,Emerging
IIT Bombay,B.Tech ECE,Minimum 77% in PCM with valid JEE Main score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),January,May,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 293561 per year,Average package INR 25 LPA; Highest INR 56 LPA,Emerging
PES University,B.Tech CSE,Minimum 83% in PCM with valid JEE Main score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),May,April,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 280740 per year,Average package INR 9 LPA; Highest INR 34 LPA,Emerging
NIT Warangal,B.Tech ECE,Minimum 62% in PCM with valid JEE Advanced score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),April,January,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 164491 per year,Average package INR 15 LPA; Highest INR 61 LPA,Emerging
RV College of Engineering,B.Tech Data Science,Minimum 72% in PCM with valid JEE Advanced score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),January,June,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 448560 per year,Average package INR 25 LPA; Highest INR 38 LPA,Top Tier
IIT Kharagpur,B.Tech Data Science,Minimum 73% in PCM with valid VITEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),June,June,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 478564 per year,Average package INR 25 LPA; Highest INR 43 LPA,Top Tier
VIT Vellore,B.Tech Mechanical,Minimum 74% in PCM with valid State CET score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),April,April,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 439212 per year,Average package INR 8 LPA; Highest INR 27 LPA,Top Tier
Anna University,B.Tech IT,Minimum 85% in PCM with valid VITEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),February,January,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 338141 per year,Average package INR 20 LPA; Highest INR 46 LPA,Emerging
IIT Bombay,B.Tech Mechanical,Minimum 71% in PCM with valid State CET score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),March,April,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 480573 per year,Average package INR 22 LPA; Highest INR 50 LPA,Emerging
Jadavpur University,B.Tech AI & ML,Minimum 71% in PCM with valid State CET score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),February,February,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 348915 per year,Average package INR 6 LPA; Highest INR 26 LPA,Emerging
Lovely Professional University,B.Tech Data Science,Minimum 81% in PCM with valid VITEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),May,January,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 251663 per year,Average package INR 18 LPA; Highest INR 55 LPA,Top Tier
SRM University,B.Tech CSE,Minimum 77% in PCM with valid VITEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),May,February,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 188903 per year,Average package INR 14 LPA; Highest INR 17 LPA,Emerging
NIT Trichy,B.Tech Data Science,Minimum 83% in PCM with valid State CET score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),May,March,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 118550 per year,Average package INR 15 LPA; Highest INR 35 LPA,Top Tier
Manipal Institute of Technology,B.Tech Mechanical,Minimum 71% in PCM with valid State CET score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),June,March,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 199109 per year,Average package INR 22 LPA; Highest INR 25 LPA,Mid Tier
Manipal Institute of Technology,B.Tech Civil,Minimum 76% in PCM with valid JEE Advanced score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),April,June,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 487010 per year,Average package INR 20 LPA; Highest INR 78 LPA,Emerging
Thapar University,B.Tech Biotechnology,Minimum 79% in PCM with valid BITSAT score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),March,May,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 249442 per year,Average package INR 11 LPA; Highest INR 71 LPA,Top Tier
Lovely Professional University,B.Tech AI & ML,Minimum 63% in PCM with valid BITSAT score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),March,January,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 288991 per year,Average package INR 24 LPA; Highest INR 39 LPA,Top Tier
NIT Trichy,B.Tech IT,Minimum 81% in PCM with valid JEE Advanced score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),May,February,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 144514 per year,Average package INR 20 LPA; Highest INR 29 LPA,Top Tier
IIT Delhi,B.Tech Electrical,Minimum 64% in PCM with valid VITEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),January,April,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 290416 per year,Average package INR 12 LPA; Highest INR 72 LPA,Mid Tier
Manipal Institute of Technology,B.Tech Electrical,Minimum 77% in PCM with valid SRMJEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),June,March,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 466457 per year,Average package INR 10 LPA; Highest INR 76 LPA,Mid Tier
Lovely Professional University,B.Tech Civil,Minimum 80% in PCM with valid BITSAT score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),May,April,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 295744 per year,Average package INR 24 LPA; Highest INR 71 LPA,Emerging
Jadavpur University,B.Tech AI & ML,Minimum 83% in PCM with valid SRMJEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),March,January,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 179970 per year,Average package INR 21 LPA; Highest INR 39 LPA,Mid Tier
Lovely Professional University,B.Tech CSE,Minimum 70% in PCM with valid JEE Main score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),May,May,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 324318 per year,Average package INR 10 LPA; Highest INR 50 LPA,Mid Tier
Lovely Professional University,B.Tech Civil,Minimum 83% in PCM with valid State CET score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),February,January,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 401311 per year,Average package INR 23 LPA; Highest INR 37 LPA,Mid Tier
NIT Warangal,B.Tech Electrical,Minimum 67% in PCM with valid BITSAT score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),February,February,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 145621 per year,Average package INR 19 LPA; Highest INR 57 LPA,Mid Tier
Thapar University,B.Tech CSE,Minimum 75% in PCM with valid VITEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),April,February,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 400967 per year,Average package INR 19 LPA; Highest INR 75 LPA,Mid Tier
IIT Kharagpur,B.Tech Mechanical,Minimum 63% in PCM with valid State CET score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),March,February,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 437053 per year,Average package INR 6 LPA; Highest INR 54 LPA,Mid Tier
Thapar University,B.Tech Biotechnology,Minimum 72% in PCM with valid VITEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),January,June,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 254359 per year,Average package INR 16 LPA; Highest INR 37 LPA,Mid Tier
Lovely Professional University,B.Tech Civil,Minimum 76% in PCM with valid JEE Advanced score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),March,June,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 489453 per year,Average package INR 16 LPA; Highest INR 42 LPA,Mid Tier
IIT Madras,B.Tech Mechanical,Minimum 85% in PCM with valid VITEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),February,June,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 322537 per year,Average package INR 11 LPA; Highest INR 74 LPA,Mid Tier
BITS Pilani,B.Tech Data Science,Minimum 83% in PCM with valid JEE Main score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),April,March,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 499333 per year,Average package INR 20 LPA; Highest INR 72 LPA,Top Tier
KIIT University,B.Tech CSE,Minimum 79% in PCM with valid JEE Main score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),June,June,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 250256 per year,Average package INR 11 LPA; Highest INR 26 LPA,Mid Tier
Lovely Professional University,B.Tech AI & ML,Minimum 64% in PCM with valid State CET score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),May,April,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 478350 per year,Average package INR 12 LPA; Highest INR 73 LPA,Mid Tier
Thapar University,B.Tech CSE,Minimum 62% in PCM with valid VITEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),March,March,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 195837 per year,Average package INR 6 LPA; Highest INR 69 LPA,Mid Tier
IIT Delhi,B.Tech Electrical,Minimum 76% in PCM with valid SRMJEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),April,January,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 479702 per year,Average package INR 20 LPA; Highest INR 34 LPA,Top Tier
IIT Madras,B.Tech Biotechnology,Minimum 61% in PCM with valid VITEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),March,April,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 233069 per year,Average package INR 24 LPA; Highest INR 63 LPA,Mid Tier
NIT Trichy,B.Tech AI & ML,Minimum 77% in PCM with valid State CET score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),February,March,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 432239 per year,Average package INR 4 LPA; Highest INR 69 LPA,Top Tier
Delhi Technological University,B.Tech Data Science,Minimum 62% in PCM with valid JEE Advanced score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),June,April,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 312525 per year,Average package INR 8 LPA; Highest INR 34 LPA,Mid Tier
IIT Delhi,B.Tech IT,Minimum 63% in PCM with valid VITEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),January,March,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 284940 per year,Average package INR 18 LPA; Highest INR 78 LPA,Mid Tier
VIT Vellore,B.Tech IT,Minimum 64% in PCM with valid VITEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),February,June,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 498518 per year,Average package INR 8 LPA; Highest INR 61 LPA,Mid Tier
NIT Warangal,B.Tech Civil,Minimum 84% in PCM with valid State CET score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),May,January,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 149662 per year,Average package INR 23 LPA; Highest INR 17 LPA,Mid Tier
Lovely Professional University,B.Tech IT,Minimum 84% in PCM with valid SRMJEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),April,May,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 497276 per year,Average package INR 6 LPA; Highest INR 34 LPA,Emerging
IIT Kanpur,B.Tech Electrical,Minimum 77% in PCM with valid State CET score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),June,May,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 444554 per year,Average package INR 24 LPA; Highest INR 21 LPA,Mid Tier
Manipal Institute of Technology,B.Tech Data Science,Minimum 65% in PCM with valid JEE Main score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),February,February,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 333755 per year,Average package INR 25 LPA; Highest INR 62 LPA,Top Tier
IIT Kanpur,B.Tech Mechanical,Minimum 80% in PCM with valid State CET score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),January,May,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 111291 per year,Average package INR 12 LPA; Highest INR 26 LPA,Emerging
BITS Pilani,B.Tech AI & ML,Minimum 68% in PCM with valid JEE Advanced score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),April,May,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 114897 per year,Average package INR 13 LPA; Highest INR 34 LPA,Emerging
NIT Surathkal,B.Tech Mechanical,Minimum 70% in PCM with valid JEE Main score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),January,May,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 214047 per year,Average package INR 16 LPA; Highest INR 46 LPA,Top Tier
Chandigarh University,B.Tech Mechanical,Minimum 73% in PCM with valid SRMJEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),March,May,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 487046 per year,Average package INR 12 LPA; Highest INR 73 LPA,Top Tier
Amity University,B.Tech Electrical,Minimum 81% in PCM with valid VITEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),April,May,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 165152 per year,Average package INR 13 LPA; Highest INR 31 LPA,Mid Tier
KIIT University,B.Tech Biotechnology,Minimum 69% in PCM with valid VITEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),June,June,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 355510 per year,Average package INR 17 LPA; Highest INR 31 LPA,Top Tier
VIT Vellore,B.Tech Electrical,Minimum 67% in PCM with valid SRMJEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),February,January,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 142416 per year,Average package INR 19 LPA; Highest INR 39 LPA,Emerging
Jadavpur University,B.Tech CSE,Minimum 67% in PCM with valid SRMJEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),June,March,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 355944 per year,Average package INR 13 LPA; Highest INR 25 LPA,Mid Tier
Amity University,B.Tech Data Science,Minimum 77% in PCM with valid BITSAT score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),May,May,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 450987 per year,Average package INR 24 LPA; Highest INR 76 LPA,Mid Tier
KIIT University,B.Tech AI & ML,Minimum 61% in PCM with valid JEE Main score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),June,February,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 193349 per year,Average package INR 24 LPA; Highest INR 44 LPA,Mid Tier
Thapar University,B.Tech Data Science,Minimum 60% in PCM with valid JEE Main score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),February,April,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 236349 per year,Average package INR 19 LPA; Highest INR 78 LPA,Mid Tier
IIT Bombay,B.Tech IT,Minimum 66% in PCM with valid State CET score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),April,June,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 192139 per year,Average package INR 12 LPA; Highest INR 31 LPA,Top Tier
NIT Trichy,B.Tech Biotechnology,Minimum 75% in PCM with valid BITSAT score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),April,May,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 118586 per year,Average package INR 14 LPA; Highest INR 35 LPA,Emerging
Manipal Institute of Technology,B.Tech IT,Minimum 61% in PCM with valid VITEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),May,June,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 184037 per year,Average package INR 9 LPA; Highest INR 46 LPA,Mid Tier
NIT Surathkal,B.Tech Data Science,Minimum 72% in PCM with valid JEE Advanced score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),May,March,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 370509 per year,Average package INR 12 LPA; Highest INR 72 LPA,Emerging
KIIT University,B.Tech CSE,Minimum 63% in PCM with valid State CET score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),February,February,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 488956 per year,Average package INR 21 LPA; Highest INR 24 LPA,Emerging
Delhi Technological University,B.Tech Biotechnology,Minimum 84% in PCM with valid SRMJEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),February,April,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 416540 per year,Average package INR 10 LPA; Highest INR 62 LPA,Emerging
